,price,beds,baths,area,lat,lon,yearBuilt,homeType,neighborhood,coords,line,station,stationDistance,Andersonville,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Boystown,Bridgeport,Brighton Park,Bucktown,Burnside,Calumet Heights,Chatham,Chicago Lawn,Chinatown,Clearing,Douglas,Dunning,East Village,Edgewater,Edison Park,Englewood,Fuller Park,Gage Park,Galewood,Garfield Park,Garfield Ridge,Gold Coast,Grand Boulevard,Grand Crossing,Greektown,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,"Little Italy, UIC",Little Village,Logan Square,Loop,Lower West Side,Magnificent Mile,Mckinley Park,Montclare,Morgan Park,Mount Greenwood,Near South Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Old Town,Portage Park,Printers Row,Pullman,River North,Rogers Park,Roseland,Rush & Division,"Sauganash,Forest Glen",Sheffield & DePaul,South Shore,Streeterville,Ukrainian Village,United Center,Uptown,Washington Heights,Washington Park,West Elsdon,West Lawn,West Loop,West Pullman,West Ridge,West Town,Wicker Park,Woodlawn,Wrigleyville,CONDO,MULTI_FAMILY,SINGLE_FAMILY,TOWNHOUSE
5225,639000.0,5.0,4.0,2960.0,41.845929,-87.655049,2019,SINGLE_FAMILY,Bridgeport,POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,0.42411232819711986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5226,630000.0,3.0,2.0,2000.0,41.858034,-87.624416,1910,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.44197221220215643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5227,455000.0,2.0,2.0,1700.0,41.857088,-87.629732,1999,SINGLE_FAMILY,Near South Side,POINT (-87.63096782627767 41.85320579507672),Red Line,Cermak-Chinatown,0.3316980453644732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5228,299900.0,2.0,2.0,1200.0,41.859253,-87.647014,2007,CONDO,Lower West Side,POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,0.9100911410423878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5230,250000.0,1.0,1.0,900.0,41.857322,-87.624401,1999,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.39360788016656695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5231,335000.0,1.0,2.0,1111.0,41.860461,-87.621754,2006,CONDO,Near South Side,POINT (-87.62658988700279 41.86740495869866),Orange & Green Lines,Roosevelt,0.7287447575325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5232,374999.0,2.0,2.0,1150.0,41.860832,-87.649813,1910,CONDO,"Little Italy, UIC",POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,1.0482054074924299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5235,485000.0,3.0,3.0,2250.0,41.850147,-87.624945,2007,TOWNHOUSE,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.28004854633751364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5236,375000.0,2.0,2.0,1100.0,41.850014,-87.624202,1901,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.32756795203289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5239,388000.0,6.0,2.0,1600.0,41.856104,-87.634329,2001,TOWNHOUSE,Chinatown,POINT (-87.63096782627767 41.85320579507672),Red Line,Cermak-Chinatown,0.3734486034014678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5240,259900.0,1.0,1.0,900.0,41.855947,-87.622764,1902,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.38317740629579977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5245,343000.0,2.0,2.0,1200.0,41.859966,-87.622846,2006,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6563103673504076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5246,799000.0,4.0,4.0,2900.0,41.861347,-87.645906,2017,TOWNHOUSE,"Little Italy, UIC",POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,1.1117735693151733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5248,240000.0,2.0,2.0,1350.0,41.84593,-87.624783,1910,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.5794535813933248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5249,850000.0,2.0,3.0,2500.0,41.855947,-87.622764,1903,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.38317740629579977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5250,229900.0,2.0,2.0,1500.0,41.845301,-87.625769,2006,CONDO,Douglas,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.5719822852036154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5253,299000.0,2.0,2.0,1181.0,41.860805,-87.647774,2005,CONDO,"Little Italy, UIC",POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,0.9779918874076241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5254,650000.0,3.0,3.0,2400.0,41.861042,-87.628147,2001,CONDO,Near South Side,POINT (-87.62740238294731 41.8673676650746),Red Line,Roosevelt,0.4749897111761177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5255,409000.0,2.0,2.0,1337.0,41.855947,-87.622764,2005,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.38317740629579977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5256,211000.0,0.0,1.0,650.0,41.855794,-87.621838,2003,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.4203973631066906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5257,399000.0,6.0,2.0,1800.0,41.844624,-87.649078,1994,TOWNHOUSE,Bridgeport,POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,0.20604513510673578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5261,300000.0,2.0,2.0,1350.0,41.860805,-87.647774,2005,CONDO,"Little Italy, UIC",POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,0.9779918874076241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5262,440000.0,2.0,2.0,1507.0,41.86135,-87.62731,1906,CONDO,Near South Side,POINT (-87.62740238294731 41.8673676650746),Red Line,Roosevelt,0.42008207329254277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5263,419000.0,3.0,3.0,2200.0,41.859611,-87.651527,2006,CONDO,Lower West Side,POINT (-87.64813110426745 41.84690143993671),Orange Line,Halsted,1.0523707080516966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5264,775000.0,4.0,4.0,3200.0,41.857295,-87.622778,2003,TOWNHOUSE,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.4754847013960685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5265,999980.0,11.0,6.0,1500.0,41.850668,-87.635072,1956,MULTI_FAMILY,Chinatown,POINT (-87.63096782627767 41.85320579507672),Red Line,Cermak-Chinatown,0.38692890505875577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5266,400000.0,2.0,2.0,1273.0,41.861687,-87.6203,2003,CONDO,Near South Side,POINT (-87.62658988700279 41.86740495869866),Orange & Green Lines,Roosevelt,0.7191416620215892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5267,139900.0,1.0,1.0,700.0,41.845183,-87.621404,1971,CONDO,Douglas,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.8053849848549554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5269,489333.0,2.0,2.0,1400.0,41.858496,-87.61992,2003,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7058278849784573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5270,305000.0,1.0,2.0,942.0,41.858496,-87.61992,2004,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7058278849784573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5271,299000.0,1.0,2.0,1052.0,41.858496,-87.61992,2003,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7058278849784573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5272,365000.0,2.0,2.0,1070.0,41.856472,-87.618923,2007,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6175918186476952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5274,130900.0,1.0,1.0,675.0,41.846503,-87.618611,1969,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.8584104068735868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5275,464900.0,2.0,2.0,1245.0,41.856472,-87.618923,2009,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6175918186476952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5276,239000.0,1.0,1.0,900.0,41.858496,-87.61992,2003,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7058278849784573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5277,599000.0,3.0,2.0,1580.0,41.856472,-87.618923,2007,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6175918186476952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5278,1300000.0,4.0,5.0,3367.0,41.858561,-87.620962,2017,TOWNHOUSE,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6565516794865919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5279,129900.0,1.0,1.0,750.0,41.845183,-87.621404,1971,CONDO,Douglas,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.8053849848549554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5280,425000.0,2.0,2.0,1070.0,41.856472,-87.618923,2007,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6175918186476952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5281,599000.0,3.0,2.0,1625.0,41.856472,-87.618923,2007,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6175918186476952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5282,300000.0,2.0,2.0,950.0,41.854642,-87.619538,2007,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.4595707321196264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5283,489000.0,2.0,2.0,1294.0,41.859466,-87.620386,2009,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7487254924984412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5285,650000.0,3.0,2.0,1567.0,41.859466,-87.620386,2009,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7487254924984412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5286,639000.0,3.0,2.0,1565.0,41.859469,-87.620395,2009,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7484681783899467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5287,374000.0,2.0,2.0,1210.0,41.857114,-87.618882,2006,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.6640116778589478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5288,650000.0,3.0,2.0,1600.0,41.859466,-87.620386,2009,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7487254924984412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5289,328000.0,2.0,2.0,1200.0,41.855196,-87.621178,2003,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.41318242529712745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5290,535000.0,3.0,2.0,1485.0,41.858496,-87.61992,2003,CONDO,Near South Side,POINT (-87.62640238492894 41.85311508247467),Green Line,Cermak-McCormick Pl,0.7058278849784573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
