,price,beds,baths,area,lat,lon,yearBuilt,homeType,neighborhood,coords,line,station,stationDistance,Andersonville,Archer Heights,Armour Square,Ashburn,Auburn Gresham,Austin,Avalon Park,Avondale,Belmont Cragin,Beverly,Boystown,Bridgeport,Brighton Park,Bucktown,Burnside,Calumet Heights,Chatham,Chicago Lawn,Chinatown,Clearing,Douglas,Dunning,East Village,Edgewater,Edison Park,Englewood,Fuller Park,Gage Park,Galewood,Garfield Park,Garfield Ridge,Gold Coast,Grand Boulevard,Grand Crossing,Greektown,Hermosa,Humboldt Park,Hyde Park,Irving Park,Jefferson Park,Kenwood,Lake View,Lincoln Park,Lincoln Square,"Little Italy, UIC",Little Village,Logan Square,Loop,Lower West Side,Magnificent Mile,Mckinley Park,Montclare,Morgan Park,Mount Greenwood,Near South Side,New City,North Center,North Lawndale,North Park,Norwood Park,O'Hare,Oakland,Old Town,Portage Park,Printers Row,Pullman,River North,Rogers Park,Roseland,Rush & Division,"Sauganash,Forest Glen",Sheffield & DePaul,South Shore,Streeterville,Ukrainian Village,United Center,Uptown,Washington Heights,Washington Park,West Elsdon,West Lawn,West Loop,West Pullman,West Ridge,West Town,Wicker Park,Woodlawn,Wrigleyville,CONDO,MULTI_FAMILY,SINGLE_FAMILY,TOWNHOUSE
12706,325999.0,7.0,3.0,2600.0,41.984225,-87.710097,1926,SINGLE_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.2815673982586668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12707,429000.0,4.0,2.0,1192.0,41.99299,-87.733382,1952,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.7717957843292673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12708,469000.0,3.0,2.0,1938.0,41.983509,-87.739261,1927,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.74361697430822 41.96148663210283),Blue Line,Montrose,1.7442348621754444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12712,349900.0,3.0,1.0,1036.0,41.982982,-87.739168,1950,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.74361697430822 41.96148663210283),Blue Line,Montrose,1.7126534857230065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12714,349500.0,4.0,3.0,1800.0,41.99326,-87.706435,1968,SINGLE_FAMILY,West Ridge,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.0936628643398065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12715,898888.0,9.0,8.0,4150.0,41.981964,-87.709698,2013,MULTI_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.1460710488178623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12716,998888.0,8.0,8.0,4358.0,41.981888,-87.709681,2016,MULTI_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.141701354588816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12718,499900.0,7.0,4.0,2389.0,41.992949,-87.721064,1949,SINGLE_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.1347528292842295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12720,975000.0,5.0,5.0,4400.0,41.986367,-87.739494,2019,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.74361697430822 41.96148663210283),Blue Line,Montrose,1.9294793574780433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12721,109900.0,1.0,1.0,750.0,41.983781,-87.710976,1920,CONDO,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.2056613418695008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12722,334000.0,6.0,3.0,1735.0,41.989187,-87.713597,1951,SINGLE_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.490658248948622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12723,724999.0,4.0,4.0,3814.0,41.986012,-87.741049,1924,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.74361697430822 41.96148663210283),Blue Line,Montrose,1.8249086951435074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12724,349900.0,4.0,2.0,1800.0,41.989194,-87.713078,1937,SINGLE_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.4710125016021203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12725,132000.0,2.0,1.0,1050.0,41.996211,-87.703566,1929,CONDO,West Ridge,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.4450260420707894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12726,119000.0,1.0,1.0,700.0,41.984643,-87.714669,1926,CONDO,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.2322450092209478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12729,1099000.0,5.0,5.0,4998.0,41.988944,-87.739204,2019,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.74361697430822 41.96148663210283),Blue Line,Montrose,2.122261220486223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12730,429000.0,5.0,4.0,2600.0,41.986801,-87.714743,1940,SINGLE_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.3849926490261955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12731,146000.0,2.0,1.0,1000.0,41.987622,-87.710609,1966,CONDO,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,1.4896483255157944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12732,489900.0,4.0,4.0,2400.0,41.995182,-87.722354,1949,SINGLE_FAMILY,North Park,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.355270621058503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12733,959999.0,5.0,6.0,4945.0,42.001422,-87.707877,2018,SINGLE_FAMILY,West Ridge,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.5827072040304304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12734,169000.0,2.0,2.0,789.0,41.996064,-87.706514,2008,CONDO,West Ridge,POINT (-87.71314203532829 41.96792815058559),Brown Line,Kimball,2.283106010293978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12736,1999900.0,6.0,5.0,8600.0,41.996217,-87.739314,2017,SINGLE_FAMILY,"Sauganash,Forest Glen",POINT (-87.74722101369109 42.02624389362102),Yellow Line,Oakton-Skokie,2.4794780510877175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12738,85000.0,2.0,1.0,1000.0,41.992511,-87.678096,1950,CONDO,West Ridge,POINT (-87.65920227948938 41.99366426009524),Red Line,Granville,1.0523784170834054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12740,679000.0,2.0,2.0,1470.0,41.987507,-87.670213,2016,CONDO,Edgewater,POINT (-87.6590758588342 41.99025949308111),Red Line,Thorndale,0.763434628666493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12742,129900.0,2.0,1.0,900.0,41.996519,-87.690691,1927,CONDO,West Ridge,POINT (-87.6659090897442 42.00836181850491),Red Line,Morse,2.093233844643779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12743,135000.0,2.0,1.0,900.0,42.001052,-87.699385,1960,CONDO,West Ridge,POINT (-87.6728924507902 42.01906321923584),"Red, Yellow, Purple, Evanston Express",Howard,2.6069382906832685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12744,600000.0,4.0,2.0,2054.0,41.995705,-87.669093,1896,SINGLE_FAMILY,Edgewater,POINT (-87.66106070085969 42.00107335866357),Red Line,Loyola,0.784051082975318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12745,185000.0,2.0,2.0,1175.0,41.995095,-87.676044,1964,CONDO,West Ridge,POINT (-87.66106070085969 42.00107335866357),Red Line,Loyola,1.184028260430992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12747,144900.0,3.0,1.0,1400.0,41.992868,-87.6805,1962,CONDO,West Ridge,POINT (-87.66106070085969 42.00107335866357),Red Line,Loyola,1.567182784443135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12748,179900.0,2.0,1.0,1000.0,41.985151,-87.69107,1924,CONDO,West Ridge,POINT (-87.68850260590037 41.96625004727976),Brown Line,Western,1.4366984096284054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12750,219500.0,2.0,1.0,1050.0,41.990587,-87.666332,2016,CONDO,Edgewater,POINT (-87.6590758588342 41.99025949308111),Red Line,Thorndale,0.3962127556176565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12751,125000.0,2.0,1.0,650.0,41.995654,-87.69505,1920,CONDO,West Ridge,POINT (-87.69411112481461 41.96620994853978),Brown Line,Rockwell,2.0804926685149394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12752,135000.0,1.0,1.0,1000.0,41.99872,-87.666383,1930,CONDO,Rogers Park,POINT (-87.66106070085969 42.00107335866357),Red Line,Loyola,0.43642667045125166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12753,129900.0,2.0,1.0,812.0,41.995654,-87.69505,1920,CONDO,West Ridge,POINT (-87.69411112481461 41.96620994853978),Brown Line,Rockwell,2.0804926685149394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12755,175000.0,2.0,1.0,900.0,41.990616,-87.662942,1924,CONDO,Edgewater,POINT (-87.6590758588342 41.99025949308111),Red Line,Thorndale,0.22366760916791556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12757,145000.0,2.0,1.0,800.0,42.001466,-87.679368,1974,CONDO,West Ridge,POINT (-87.6659090897442 42.00836181850491),Red Line,Morse,1.1687974923047117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12758,825000.0,4.0,4.0,1796.0,41.992432,-87.662923,1907,SINGLE_FAMILY,Edgewater,POINT (-87.65920227948938 41.99366426009524),Red Line,Granville,0.2766170938143331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12759,159900.0,3.0,1.0,1100.0,41.992875,-87.683219,1950,CONDO,West Ridge,POINT (-87.6659090897442 42.00836181850491),Red Line,Morse,1.9600975230499356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12760,415000.0,3.0,2.0,1900.0,41.984236,-87.663969,1917,CONDO,Edgewater,POINT (-87.65884028505947 41.98350422431678),Red Line,Bryn Mawr,0.3146022830128944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12763,479000.0,3.0,3.0,2300.0,41.985729,-87.665874,1998,CONDO,Edgewater,POINT (-87.65884028505947 41.98350422431678),Red Line,Bryn Mawr,0.5157326866743714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12765,119900.0,2.0,2.0,799.0,41.999961,-87.680423,1960,CONDO,West Ridge,POINT (-87.6659090897442 42.00836181850491),Red Line,Morse,1.3269980974384725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12766,149900.0,3.0,1.0,1000.0,41.996273,-87.684073,1948,CONDO,West Ridge,POINT (-87.6659090897442 42.00836181850491),Red Line,Morse,1.7694954693842582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12768,310000.0,2.0,3.0,1657.0,41.994003,-87.675674,2010,TOWNHOUSE,West Ridge,POINT (-87.66106070085969 42.00107335866357),Red Line,Loyola,1.2403589592003568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12769,104000.0,2.0,1.0,1000.0,41.992374,-87.678285,1950,CONDO,West Ridge,POINT (-87.65920227948938 41.99366426009524),Red Line,Granville,1.0715670058764994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12770,669900.0,3.0,3.0,1408.0,41.995484,-87.662589,1900,SINGLE_FAMILY,Edgewater,POINT (-87.65920227948938 41.99366426009524),Red Line,Granville,0.2999585588804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12772,159999.0,2.0,2.0,1058.0,41.996123,-87.688947,1927,CONDO,West Ridge,POINT (-87.6659090897442 42.00836181850491),Red Line,Morse,2.0307843147714655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12773,1350000.0,6.0,4.0,4669.0,41.9845,-87.6725,2016,SINGLE_FAMILY,Edgewater,POINT (-87.65884028505947 41.98350422431678),Red Line,Bryn Mawr,0.7721134532124948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12775,725000.0,7.0,3.0,1300.0,41.985439,-87.669181,1908,MULTI_FAMILY,Edgewater,POINT (-87.65884028505947 41.98350422431678),Red Line,Bryn Mawr,0.6660059635547275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
